label,text
a painful emotion resulting from an awareness of inadequacy or guilt,I feel shy to show all my worth when I work for the first time with a conductor or a producer unfamiliar to me.
a painful emotion resulting from an awareness of inadequacy or guilt,I had borrowed some money and I exceeded the time-limit.
a painful emotion resulting from an awareness of inadequacy or guilt,"I woke up at the house of someone I knew, not remembering very much about what had been said or done during the party on the previous night."
a painful emotion resulting from an awareness of inadequacy or guilt,I felt ashamed when my lecturer said in class that I happened to be the dullest of all.
a painful emotion resulting from an awareness of inadequacy or guilt,"I feared that I would have to describe my sexual life to an older, strange woman."
a painful emotion resulting from an awareness of inadequacy or guilt,I went to bed with a girl and the next day she thought it was the start of something serious and I just thought it was fun and I told her I wasn't interested in starting a serious relationship.
a painful emotion resulting from an awareness of inadequacy or guilt,I am chosen for the English lectures instead of my good friend and people told me that girls are more likely to be chosen.
a painful emotion resulting from an awareness of inadequacy or guilt,It was last week on Sunday that I was walking with my girlfriend along Kawale road going to town so I tried to stop a car for a lift and the driver didn't stop and I felt shame because people were looking at us.
a painful emotion resulting from an awareness of inadequacy or guilt,[ No response.]
a painful emotion resulting from an awareness of inadequacy or guilt,"I remember that once, a friend did not co-operate with me due to some unavoidable reasons.  Unaware of this I treated her unjustly till I realized everything, and then I felt ashamad of my deeds."
a painful emotion resulting from an awareness of inadequacy or guilt,Insulted my girlfriend during a peptalk.
a painful emotion resulting from an awareness of inadequacy or guilt,[ Do not know.]
a painful emotion resulting from an awareness of inadequacy or guilt,"While quarelling with a fellow worker of mine, I was vehement and irritated and I told him what I thought of him in plain language.  I was ashamed of myself when I met him the next day."
a painful emotion resulting from an awareness of inadequacy or guilt,"A truth expressed unthinkingly at a coffee party.  I realized later that I had been inconsiderate, at a wrong moment and the wrong place."
a painful emotion resulting from an awareness of inadequacy or guilt,I told some acquaintances of mine something that I regretted later.
a painful emotion resulting from an awareness of inadequacy or guilt,[ I feel shame when I do not arrive on time and others have to wait for me for a long time.]
a painful emotion resulting from an awareness of inadequacy or guilt,Equivocal situation when filling a security questionnaire on entering a government building with several people there.
a painful emotion resulting from an awareness of inadequacy or guilt,Not quick enough to help the lectors to catty things for the lecture.
a painful emotion resulting from an awareness of inadequacy or guilt,"I insulted two of my friends because I thought that had been gossiping about me right under my nose, however I later found out that they were not doing so."
a painful emotion resulting from an awareness of inadequacy or guilt,"When I was in a bus on my way to the examination centre, a man    sitting opposite me kept looking at me continously.  I did not know  what was wrong.  When I reached the  centre I started strolling around  as I still had a little time.  Suddenly a man came and whispered \You  á|have forgotten to zip up your trousers.\""  I was at a loss to say anything  á|and I felt very embarrassed.  When I thought of the bus incident I felt  á|even more ashamed."""
a painful emotion resulting from an awareness of inadequacy or guilt,Can't think of any.
a painful emotion resulting from an awareness of inadequacy or guilt,I was the last among the list of failures in my class of Biology.
a painful emotion resulting from an awareness of inadequacy or guilt,When the literature teacher made me recite a poem in the middle of the class and I had to gesticulate.
a painful emotion resulting from an awareness of inadequacy or guilt,I received the results of the test paper of my major subject and I found that my result was not as good as a classmate who had recently changed his major subject.    I felt very ashamed.
a painful emotion resulting from an awareness of inadequacy or guilt,During my childhood I once lied and my sister found out.
a painful emotion resulting from an awareness of inadequacy or guilt,When parents of a certain girl refused to let me marry their daughter because I was not fit to do so yet the girl accepted everything and later she followed what her parents insisted and she told me never to talk to her again.
a painful emotion resulting from an awareness of inadequacy or guilt,I didn't offer my seat to a pregnant woman in the bus.
a painful emotion resulting from an awareness of inadequacy or guilt,"My mother told my uncle who is a Roman Catholic Priest (Redemptist Father) that I had been living in a de-facto relationship for three years. He was very, very angry at me."
a painful emotion resulting from an awareness of inadequacy or guilt,After having failed my driving test.
a painful emotion resulting from an awareness of inadequacy or guilt,"When given responsibility to grade papers in elementary school, I cheated a little and graded my own higher."
a painful emotion resulting from an awareness of inadequacy or guilt,When I met a friend of mine after several months.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I was teasing a girl, who turned out to be my brother's dame."
a painful emotion resulting from an awareness of inadequacy or guilt,I had a short lasting sexual relationship with someone I didn't love.
a painful emotion resulting from an awareness of inadequacy or guilt,Saw on TV China not winning more gold medals in the Asian Olympics.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I was 6 or 7 years old, I pulled down the trousers of a friend because I wanted to know what she looked like. My mother watched that and (as a punishment) sent me into the house. We never spoke about that; I think it was as embarassing for her as it was for me."
a painful emotion resulting from an awareness of inadequacy or guilt,First time going out with a boy and other people laughed at us.
a painful emotion resulting from an awareness of inadequacy or guilt,When I was young I felt ashamed when our relatives visited us and I hid myself.
a painful emotion resulting from an awareness of inadequacy or guilt,I overreacted towards my mother and felt ashamed afterwards.
a painful emotion resulting from an awareness of inadequacy or guilt,I passed on some gossip that was untrue and cause two friends to have a fight who were already experiencing difficulties with each other.
a painful emotion resulting from an awareness of inadequacy or guilt,When my father came into the bathroom and saw me standing there naked.
a painful emotion resulting from an awareness of inadequacy or guilt,It was when we were beaten or lost the football match by 5-1 and then I scored the third goal to my own side.
a painful emotion resulting from an awareness of inadequacy or guilt,China cannot give your lectures bigger place and sound system.
a painful emotion resulting from an awareness of inadequacy or guilt,I had lied to a person because I had thought that I could not tell him the truth. When he found out he was not angry but understanding. We talked the whole thing over.
a painful emotion resulting from an awareness of inadequacy or guilt,One day I was supposed to go to a movie with my boyfriend. In the morning I went to see my Auntie and I didn't come back up to evening.
a painful emotion resulting from an awareness of inadequacy or guilt,I once felt shame when I failed to fulfil the promise to marry a daughter of a certain gentleman.
a painful emotion resulting from an awareness of inadequacy or guilt,Not doing well in the examn.
a painful emotion resulting from an awareness of inadequacy or guilt,When you betray the trust you have been given. This is connected with copying at a class-work at school.
a painful emotion resulting from an awareness of inadequacy or guilt,Somebody who knows me very well discovered that I had told him a lie.
a painful emotion resulting from an awareness of inadequacy or guilt,Shame of being reprehended.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I told my sister I had slept with my boyfriend, and she at first was mad at me I then felt shame for this act, but not guilt."
a painful emotion resulting from an awareness of inadequacy or guilt,"Some time ago we had a tournament in our tennis-club. For tactical reasons I was chosen to play against a much weaker player than I am. Although it would have been enough simply to win the game, I defeated him extremely. This would not have been necessary."
a painful emotion resulting from an awareness of inadequacy or guilt,I had just masterbated with another boy.
a painful emotion resulting from an awareness of inadequacy or guilt,An exam where questions about very specific knowledge were asked.
a painful emotion resulting from an awareness of inadequacy or guilt,Defying my parents and staying out all night when I wasn't supposed to.
a painful emotion resulting from an awareness of inadequacy or guilt,I travelled on a bus and I forgot to punch the ticket. A ticket collector came in and I had to pay the fine. I did it with a feeling of shame.
a painful emotion resulting from an awareness of inadequacy or guilt,"Feeling inadequate in a group situation, being unable to convey my own thoughts and feelings."
a painful emotion resulting from an awareness of inadequacy or guilt,Fighting with my father while drunk.
a painful emotion resulting from an awareness of inadequacy or guilt,"My boyfriend had drunk too much and beaten me. When I had to show the letter the door, which was almost crashed, I felt ashamed."
a painful emotion resulting from an awareness of inadequacy or guilt,When my sister became pregnant at UNZA last year.
a painful emotion resulting from an awareness of inadequacy or guilt,Spots on the seat covers of my husband's car.
a painful emotion resulting from an awareness of inadequacy or guilt,Did not finish homework.
a painful emotion resulting from an awareness of inadequacy or guilt,"I had written a \love-letter\"" to a class-mate of mine, this was á|meant to be a joke.  Unfortunately it fell in the wrong hands  á|and I had to face the consequences."""
a painful emotion resulting from an awareness of inadequacy or guilt,While dining with some accquaintances I was asked something which I should have known but I did not know.
a painful emotion resulting from an awareness of inadequacy or guilt,Not being able to hand in homework in time.
a painful emotion resulting from an awareness of inadequacy or guilt,"My third grade teacher caught me cheating on a spelling test. I couldn't spell Australia and she said in a loud voice something like \We don't have cheaters in my class\""."""
a painful emotion resulting from an awareness of inadequacy or guilt,"One rainy day when the streets were wet, and as I was walking down a slope, I fell down out of my carelessness.  There were many people and they saw me, so I felt ashamesd.  Moreover I hurt my ankle and it was painful."
a painful emotion resulting from an awareness of inadequacy or guilt,When I noticed that a person I found attractive had seen me picking my nose.
a painful emotion resulting from an awareness of inadequacy or guilt,When I dropped a bottle in the state liquor store and everyboby started laughing.
a painful emotion resulting from an awareness of inadequacy or guilt,I was misbehaving in the agency.
a painful emotion resulting from an awareness of inadequacy or guilt,I feel ashamed at the fact that even after 35 years of independence   70% of the Indian poulation is still below the poverty line.
a painful emotion resulting from an awareness of inadequacy or guilt,When I wet my bed at boarding school.
a painful emotion resulting from an awareness of inadequacy or guilt,"If I don't go to lectures, I often feel ashamed."
a painful emotion resulting from an awareness of inadequacy or guilt,When I failed the grade seven exams.
a painful emotion resulting from an awareness of inadequacy or guilt,I have always felt ashamed for some people's behavior to their too old parents. I have felt hurt and shy when they have left them to the mercy of fate.
a painful emotion resulting from an awareness of inadequacy or guilt,When I confessed to my girl-friend (now my wife) that I had betrayed her with another woman.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I embarrassed a friend by asking him aloud if a certain person was \the source of gossip\"" he told me about, while that á|person was also present."""
a painful emotion resulting from an awareness of inadequacy or guilt,When I do not succeed in making myself clear to other people. When they do not understand what I say.
a painful emotion resulting from an awareness of inadequacy or guilt,"I was caught stealing food at my aunt's place.  I had tried to hide the food I had taken from the pantry while my aunt was in the kitchen, however she went to the pantry and discovered the stolen package."
a painful emotion resulting from an awareness of inadequacy or guilt,When I was not in a position to control myself.  I had said too much and had been cruel with no other than my mother.
a painful emotion resulting from an awareness of inadequacy or guilt,When I received a letter from my girlfriend telling me that she was engaged to an another man.
a painful emotion resulting from an awareness of inadequacy or guilt,Running away from a fire.
a painful emotion resulting from an awareness of inadequacy or guilt,[ Cannot recall any incident when I felt shame.]
a painful emotion resulting from an awareness of inadequacy or guilt,Felt ashamed when in a group conversation and could not understand words or comprehend the topic of discussion.
a painful emotion resulting from an awareness of inadequacy or guilt,Some days ago I had a car accident. It was quite slight but through my fault. I felt strong shame because I had the spirits of a good driver.
a painful emotion resulting from an awareness of inadequacy or guilt,Telling a lie.
a painful emotion resulting from an awareness of inadequacy or guilt,I made an unkind remark about the ethnicity of some friends without realizing it.
a painful emotion resulting from an awareness of inadequacy or guilt,"When, for example, I fail in my undertakings."
a painful emotion resulting from an awareness of inadequacy or guilt,When I inadvertantly entered the ladies room and met some girls on my way out.
a painful emotion resulting from an awareness of inadequacy or guilt,When I got 1/2 out of 15 in Abnormal Psychology I felt ashamed.
a painful emotion resulting from an awareness of inadequacy or guilt,The shame came when I was beaten by my teacher at school in front of boys and girls some of whom were my friends and a girlfriend apart from being classmates.
a painful emotion resulting from an awareness of inadequacy or guilt,In an express bus I sat on a seat meant for senior citizens and invalids.
a painful emotion resulting from an awareness of inadequacy or guilt,There was a time when my room looked terribly untidy; just at that time my aunt came to see me; fortunately I could prevent her from entering the room.
a painful emotion resulting from an awareness of inadequacy or guilt,Doesn't apply.
a painful emotion resulting from an awareness of inadequacy or guilt,Caught lying to my father about a speeding ticket I had received.
a painful emotion resulting from an awareness of inadequacy or guilt,China cannot buy your reference.
a painful emotion resulting from an awareness of inadequacy or guilt,"On one occasion whilst engaging in horseplay with my girlfriend, I caused her to be physically harmed."
a painful emotion resulting from an awareness of inadequacy or guilt,When I was an evening school teacher it was my job to make the coffee but I was not able to get the coffee ready on time and I thus arrived half an hour late to the class.  On top of this the coffee was undrinkable.
a painful emotion resulting from an awareness of inadequacy or guilt,The day my fiancee told me that it was bad that I could not write my mother tongue.
a painful emotion resulting from an awareness of inadequacy or guilt,"I lied, to be precise I cancelled a meeting with a good friend."
a painful emotion resulting from an awareness of inadequacy or guilt,"I was worried by a task related to my studies which had to be done in groups of two.  I was talking about it to my friends when I said something negative, in too abrupt a manner, concerning my work partner.  I did not quite mean what I said and I felt ashamed at having been mean enough to criticize him as he is also a friend of mine."
a painful emotion resulting from an awareness of inadequacy or guilt,I think that the only time I really felt shame was when I was very young and I had to defecate on the street.  I was very worried in case someone should see me.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I stayed on a nudism beach, a man was watching me in a disagreeable way. I had the feeling that he was examining my body."
a painful emotion resulting from an awareness of inadequacy or guilt,"I feel shame when sometimes, (unconsciously) I behave unethically and without understanding the problems of the man I love."
a painful emotion resulting from an awareness of inadequacy or guilt,"I feel shame every time I think of very dear friends of mine abroad who were family to me for a year, and now 2 years later, I have attempted, but have not actually gone through with corresponding with them, to express my feelings and gratitude."
a painful emotion resulting from an awareness of inadequacy or guilt,One day in the intimity with my girlfriend I had an ejaculation.
a painful emotion resulting from an awareness of inadequacy or guilt,After a jogging session I had severe abdominal cramps and this lead to my wanting to empty my bladder.  My friends gathered around me and two of them had to help me to the toilet.  I was ashamed at having to go to the toilet in the presence of my friends.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I realized that I belonged to a country which is amongst the poorest in the world and that inspite of having the resources we do not utilize them.  I was ashamed at myself and my country, shame at the lack of parity between the lifestyles of the citizens."
a painful emotion resulting from an awareness of inadequacy or guilt,When I had to act alone a character for a public (40 people).
a painful emotion resulting from an awareness of inadequacy or guilt,When bathing at surf beach & lost togs.
a painful emotion resulting from an awareness of inadequacy or guilt,When I as a child of 9 or 10 I was playing doctor with the neighbours boys their mother caught us.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I wanted to kiss a friend and didn't succeed, I felt shame."
a painful emotion resulting from an awareness of inadequacy or guilt,When five of my friends at the secondary school found out the bad things that I had been saying about them.
a painful emotion resulting from an awareness of inadequacy or guilt,"I was working in a job in which I could not work quickly enough, and was told that my work was not up to standard."
a painful emotion resulting from an awareness of inadequacy or guilt,"When I was on holiday with my former boyfriend, he hit me and behaved in a very evil and ugly manner in front of the hotel personnel."
a painful emotion resulting from an awareness of inadequacy or guilt,Not having owned up to the responsibility an incident where family car received minor damage.
a painful emotion resulting from an awareness of inadequacy or guilt,"After a party I spent the night with a friend. We both were drunk, the morning was disillusioning. A friend was me leaving the room and I felt shabby and immoral."
a painful emotion resulting from an awareness of inadequacy or guilt,At a friend's party there were several allusions to my sexual adventures.
a painful emotion resulting from an awareness of inadequacy or guilt,"As part of the assessment I had to speak on a subject in front of the class. I was not really prepared and I was just reading the stuff I had on a piece of paper, when some of the students  asked me something I could not give them an answer.  I felt ashamed as I had not prepared the topic."
a painful emotion resulting from an awareness of inadequacy or guilt,When people next to me play the fool.
a painful emotion resulting from an awareness of inadequacy or guilt,Once I went home totally drunk and roused all our neighbours from sleep.
a painful emotion resulting from an awareness of inadequacy or guilt,The people on my floor last year were very close. This year 4 of our best friends live together in an apartment. My boyfriend and I dropped by on one of their birthdays and stayed for dinner. Two other people had already been invited and I felt uncomfortable and unwanted. Then I realized I was the one who always called them and they rarely call me.
a painful emotion resulting from an awareness of inadequacy or guilt,I didn't tell my parents that I was going to Sofia. I told them that I was going to a seminar. My mother knew that I was lying but she didn't stop me.
a painful emotion resulting from an awareness of inadequacy or guilt,I found I was pregnant and unmarried.
a painful emotion resulting from an awareness of inadequacy or guilt,Participating in a theft several years ago.
a painful emotion resulting from an awareness of inadequacy or guilt,When I was ten years old a classmate laughed at me because I had told him that my father had retired.
a painful emotion resulting from an awareness of inadequacy or guilt,Failing in the English language exam.
a painful emotion resulting from an awareness of inadequacy or guilt,My boat didn't win a race which we were favored to win.
a painful emotion resulting from an awareness of inadequacy or guilt,When I went to the library three weeks after it had opened and found that everyone was busy.
a painful emotion resulting from an awareness of inadequacy or guilt,When I failed Psychology examination when most of the students passed.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I was doing my homework at home, some relatives came and advised me to help my mother do the house-work."
a painful emotion resulting from an awareness of inadequacy or guilt,"When dropping a carton of boiling soup onto a co-worker's leg - causing great pain, and for me, severe embarassment at my own ineptitude, and shame that another person suffered as a result."
a painful emotion resulting from an awareness of inadequacy or guilt,A mishap suffered on misinterpreting a girl's proposition.
a painful emotion resulting from an awareness of inadequacy or guilt,"I feel shame when I have made a promise, I can't keep it and this has negative effects which are caused by my behavior."
a painful emotion resulting from an awareness of inadequacy or guilt,"When I blamed my failure to the bias and favouritism in the        marking system, in fact I had not worked hard enough."
a painful emotion resulting from an awareness of inadequacy or guilt,[ Never experienced.]
a painful emotion resulting from an awareness of inadequacy or guilt,When my mother found out that I smoke maryhuana.
a painful emotion resulting from an awareness of inadequacy or guilt,I fell off a bike in the presence of a lot of people.
a painful emotion resulting from an awareness of inadequacy or guilt,"I had high-heeled shoes one time, but a certain girl who saw the shoes told me that they were out of fashion and I looked as an old man when I was in those shoes."
a painful emotion resulting from an awareness of inadequacy or guilt,I made a comment and it was interpreted completely differently from what I had meant.  When I said it I realized how my mother had understood it.
a painful emotion resulting from an awareness of inadequacy or guilt,When I had not done well in Geography at my MCE I was expected to get more than I did.
a painful emotion resulting from an awareness of inadequacy or guilt,[ Can not think of anything.]
a painful emotion resulting from an awareness of inadequacy or guilt,I was ashamed when my boyfriend went to sit with another girl when he invited me to come to watch Drama festival.
a painful emotion resulting from an awareness of inadequacy or guilt,I felt ashamed when in a certain occasion I had to read a text and didn't stop stuttering.
a painful emotion resulting from an awareness of inadequacy or guilt,Some weeks ago I experienced a day that everything went wrong I broke several things I felt very ashamed for I am not a sloven.
a painful emotion resulting from an awareness of inadequacy or guilt,"I promised a friend that I would return a book to it's owner for him , but I forgot to do it."
a painful emotion resulting from an awareness of inadequacy or guilt,I can't remember ever feeling shame.
a painful emotion resulting from an awareness of inadequacy or guilt,"I recently became sexually involved with my sister's lover. I care for him very much, but I am ashamed of the hurt I may cause her."
a painful emotion resulting from an awareness of inadequacy or guilt,"I was sitting in a restaurant with friends. They asked me something which they thought I should know. Actually I know it, but at that time I was not able to remember it."
a painful emotion resulting from an awareness of inadequacy or guilt,When I approached a person of the opposite sex and was rejected.
a painful emotion resulting from an awareness of inadequacy or guilt,"One day I was with my girlfriend and other friends were behind us, I fell down because the place was slippery and I really felt ashamed."
a painful emotion resulting from an awareness of inadequacy or guilt,When I excreted on the mat instead of the potty.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I could not pass my exams with good marks.  My wedding was to take place 15 days after the exams and I tried to convince myself that this was the reason for my not having done well.   However, I thought that had I really put my mind to doing well at the exams I would have done well."
a painful emotion resulting from an awareness of inadequacy or guilt,[ No response.]
a painful emotion resulting from an awareness of inadequacy or guilt,I was walking outside the union refec after rain when I tripped and fell.
a painful emotion resulting from an awareness of inadequacy or guilt,I didn't do an important job and it had an adverse effect on other people.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I was detained one day in school, by the vice-principal, for indiscipline."
a painful emotion resulting from an awareness of inadequacy or guilt,[ No response.]
a painful emotion resulting from an awareness of inadequacy or guilt,One day I went for a bath. I took off my clothes and as soon as I had finished my brother came in. I felt sad and I found no reason why he came in.
a painful emotion resulting from an awareness of inadequacy or guilt,The discovery that one has only thought of oneself.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I had not prepared my contribution to the group as thoroughly as the other members, with the result that the overall result was poor."
a painful emotion resulting from an awareness of inadequacy or guilt,"When I was found urinating, behind a toilet instead of inside it, by my class mates and the teachers.  I was told to pick up my own urine from the wet soil, I did it."
a painful emotion resulting from an awareness of inadequacy or guilt,I felt it when I felt that I was being observed as an object of pleasure (sexual) when I opened and took off a shirt in a classroom at P.V.C.
a painful emotion resulting from an awareness of inadequacy or guilt,"One day in class, the professor asked me a question concerning something he had been explaining.  He was very close to me (beside me) and I had no idea what to answer."
a painful emotion resulting from an awareness of inadequacy or guilt,When I was a school girl and I copied at a class work.
a painful emotion resulting from an awareness of inadequacy or guilt,When I got a bad result for one of my assignments.
a painful emotion resulting from an awareness of inadequacy or guilt,"I had promised to lend something to my mother-in-law and I forgot it a couple of times.  When she asked me about it the third time, I was ashamed at my absent-mindedness."
a painful emotion resulting from an awareness of inadequacy or guilt,"When I was going downhill on skis, and fell down twice the first time."
a painful emotion resulting from an awareness of inadequacy or guilt,I was very ashamed when I failed a test in Standard 7. The teacher told the other students to shout and laugh at me.
a painful emotion resulting from an awareness of inadequacy or guilt,"First weekend back home after one week at Uni I scolded one of my sister's best friends for using our telephone. Very silly, but I was annoyed because she was there at a time when I needed to be with my family."
a painful emotion resulting from an awareness of inadequacy or guilt,I think I felt ashamed for the first time when I entered a night club.
a painful emotion resulting from an awareness of inadequacy or guilt,"My love and me rented a room in a hotel one evening.  We stayed there a few hours and when leaving the hotel, I felt ashamed."
a painful emotion resulting from an awareness of inadequacy or guilt,"When I have suffered a terrible fit of eating, that frequently occurs. Then I eat everything, I act like a glutton I eat big amounts of food, sometimes even half a loaf."
a painful emotion resulting from an awareness of inadequacy or guilt,Falling over.
a painful emotion resulting from an awareness of inadequacy or guilt,Finding out that the university police was afraid to stop the foreign students playing loud music (China's shame).
a painful emotion resulting from an awareness of inadequacy or guilt,Meeting other friends who got in the good universities.
a painful emotion resulting from an awareness of inadequacy or guilt,I feel this feeling at one and the same degree when I am not prepared to overcome certain obstacle in my life.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I stole a book in class and the teacher caught me, the rest of the class laughed at my attempt."
a painful emotion resulting from an awareness of inadequacy or guilt,I felt shame when I saw someone I knew and pretended not to see her. Later she saw me and said hi.
a painful emotion resulting from an awareness of inadequacy or guilt,I felt shame when I was asked by my cousin that I promised to buy her a birthday present but I didn't buy it for her in front of friends.
a painful emotion resulting from an awareness of inadequacy or guilt,"Walking on the street passing by an air duct, my skirt went up."
a painful emotion resulting from an awareness of inadequacy or guilt,Failed in a piblic argument.
a painful emotion resulting from an awareness of inadequacy or guilt,When my first sexual intercourse turned out to be a flop.  I was in a panic and ended up without an erection.
a painful emotion resulting from an awareness of inadequacy or guilt,When my mother caught me masturbating.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I realised that I had become too emotionally involved with the person I'm going out with, and when I began to like someone else and questioned whether I really care about person I'm with."
a painful emotion resulting from an awareness of inadequacy or guilt,"When I began to date, the first gestures of affection made me feel ashamed. Note: for GUILT go to record n¦231"
a painful emotion resulting from an awareness of inadequacy or guilt,"I was making very strong statements about infidelity in couples. Then I discovered that one of my best friends, who had just been through a very sad case of mutual infidelity, was listening."
a painful emotion resulting from an awareness of inadequacy or guilt,I was swimming in the river and I lost the top of my bikini.  I did not notice it and came out of water.  There was a disagreeable classmate watching the scene.
a painful emotion resulting from an awareness of inadequacy or guilt,Getting slightly intoxicated at the 1984 I.C.C. Ball.
a painful emotion resulting from an awareness of inadequacy or guilt,"Some time back I had signed a letter which I had not read.  What had happened is that something had been written against my friend and this went to the higher authorities.  My friend asked me  -\you also signed ?\""   """
a painful emotion resulting from an awareness of inadequacy or guilt,Not doing my share of the work for the house job.
a painful emotion resulting from an awareness of inadequacy or guilt,It was the time when everybody spoke about and discussed Hainburg. I was also asked for my opinion. I was ashamed because I had no firm view of the whole thing and therefor was not able to join the conversation.
a painful emotion resulting from an awareness of inadequacy or guilt,"The last time I had to phone the Registry, after having called them so many times in the last few days."
a painful emotion resulting from an awareness of inadequacy or guilt,I made a joke about the rat of a boy. I compared his rat with a sausage. I told the boy he had a delicious sausage.
a painful emotion resulting from an awareness of inadequacy or guilt,One day I was the leader of the weekly meeting of the Church fellowship.  That day I had been preparing for the exams and did not estimate the time to travel to the church right and I was twenty minutes late.  As I had not prepared well I led the meeting badly.  I was ashamed of myself.
a painful emotion resulting from an awareness of inadequacy or guilt,"After failing a second attempt at Med 4, following a number of difficult personal circumstances."
a painful emotion resulting from an awareness of inadequacy or guilt,[ Never felt the emotion.]
a painful emotion resulting from an awareness of inadequacy or guilt,[ No response.]
a painful emotion resulting from an awareness of inadequacy or guilt,"I felt shame and I couldn't look into my teacher's eyes, after not attending his lectures."
a painful emotion resulting from an awareness of inadequacy or guilt,"When I had insulted my father two years back, at that time I was very angry due to some reasons."
a painful emotion resulting from an awareness of inadequacy or guilt,When I let my girlfriend use my essay to help her to write hers and the tutor found them alike.
a painful emotion resulting from an awareness of inadequacy or guilt,I took the tram without paying. There were many people around me when I was caught by a controller. I felt ashamed but also angry.
a painful emotion resulting from an awareness of inadequacy or guilt,I insulted my friend for a small reason and after time I realised that I was wrong and felt ashamed; everytime I meet her I feel ashamed.
a painful emotion resulting from an awareness of inadequacy or guilt,A teacher spent a lot of time helping me without wanting to be paid for it. For the exam I didn't got a good grade and I felt ashamed.
a painful emotion resulting from an awareness of inadequacy or guilt,When I went to meet the family of my boyfriend in a party in his house. His mother was eager to know me and all his friends ready to make jokes about the situation.
a painful emotion resulting from an awareness of inadequacy or guilt,"I entered the wrong room, and got into a bed where someone already was sleeping."
a painful emotion resulting from an awareness of inadequacy or guilt,[ No response.]
a painful emotion resulting from an awareness of inadequacy or guilt,I borrowed $ 20.00 from a friend and paid him back much later than I had originally intended.
a painful emotion resulting from an awareness of inadequacy or guilt,Talking to friends about how old you are and we cannot be as successful as you at your age.
a painful emotion resulting from an awareness of inadequacy or guilt,[ No response.]
a painful emotion resulting from an awareness of inadequacy or guilt,"I had gone to aa bookshop to buy some books.  Somehow, I got very cross with the security guard checking through what I had bought.  I lost my temper and screamed at him.  Later I felt very ashamed at myself as a lot of people I know were there."
a painful emotion resulting from an awareness of inadequacy or guilt,A young visitor to the house stole money from an elderly visitor's purse. It wasn't noticed for some hours.
a painful emotion resulting from an awareness of inadequacy or guilt,[ No response.]
a painful emotion resulting from an awareness of inadequacy or guilt,I felt ashamed when I had not attended a class and the teacher asked me the reason for my absence.
a painful emotion resulting from an awareness of inadequacy or guilt,"I remember when I was in Standard 6, I failed one of the terminal tests and I told my parents that I had passed but after they found out from the class teacher that I had failed, I was proved a liar."
a painful emotion resulting from an awareness of inadequacy or guilt,"A patient, to whom I had given a powerful medicine, shouted at me in front of many people.  I realized that he did so because he was very ill."
a painful emotion resulting from an awareness of inadequacy or guilt,When I refused to fetch water for my aunty while she was busy.
a painful emotion resulting from an awareness of inadequacy or guilt,Once as a school girl I was copying at a class work and my teacher spotted me.
a painful emotion resulting from an awareness of inadequacy or guilt,When I realized that I was directing the feelings of discontent with myself at my partner and this way was trying to put the blame on him instead of sorting out my own feeliings.
a painful emotion resulting from an awareness of inadequacy or guilt,"I can not think of any incident when I have felt very ashamed.  There are small incidents that I am ashamed of, for instance, not sending money to the children in Ethiopia."
a painful emotion resulting from an awareness of inadequacy or guilt,"I was talking to a friend of mine about our parents and education.  I said something and then realized that I did not know my friend's parents, their motives and education.  I felt ashamed at having talked about something I did not know anything about."
a painful emotion resulting from an awareness of inadequacy or guilt,Every time I do not write something well in English.
a painful emotion resulting from an awareness of inadequacy or guilt,"This was when I was discovered stealing a piece of bread at home, I was very hungry a few hours before supper."
a painful emotion resulting from an awareness of inadequacy or guilt,When I almost did something awful with a friend of mine and myself.
a painful emotion resulting from an awareness of inadequacy or guilt,When I was young my mother told the neighbour that I had wet the bed.  I felt ashamed thinking that the neighbour's children would get to know about it.
a painful emotion resulting from an awareness of inadequacy or guilt,I was to take part in a cocktail party on the occasion of our national holiday as a servant.
a painful emotion resulting from an awareness of inadequacy or guilt,"When I state things with great positiveness and try to convince others, and it appears that my statement is not right."
a painful emotion resulting from an awareness of inadequacy or guilt,Once I answered my father rudely.
a painful emotion resulting from an awareness of inadequacy or guilt,"I told my friend about how I had calculated my salary by cheating a little.  When my friend remarked about it, I understood that it was wrong to do so, and I felt ashamed."
a painful emotion resulting from an awareness of inadequacy or guilt,When my friend had a child out of wedlock.
a painful emotion resulting from an awareness of inadequacy or guilt,When I failed one of the tests because I had not worked hard enough.
a painful emotion resulting from an awareness of inadequacy or guilt,"I had promised to contact a friend about a particular matter by a certain date, then thought no more about it until the friend reminded me after the date had passed."
a painful emotion resulting from an awareness of inadequacy or guilt,Once I had to visit a rather special person.
a painful emotion resulting from an awareness of inadequacy or guilt,I failed my Nutrition paper which was the paper ending the course.
